year,kind,rating,vote,country,runtime,genre1,genre2
1945.0,1,7.2,4172.0,23,99.0,7,19
2002.0,1,7.5,10006.0,18,96.0,7,19
2003.0,1,4.6,1815.0,22,90.0,7,27
1966.0,4,8.3,77231.0,62,77.0,0,1
1959.0,1,8.0,2212.0,30,104.80952380952381,18,27
1998.0,1,6.2,602.0,61,90.0,7,19
1987.0,1,9.1,17.0,62,63.0,14,27
2003.0,7,3.5,6335.0,3,73.0,0,5
2002.0,0,7.8,227.0,61,71.0,5,7
1998.0,3,5.9,138.0,62,75.0,6,27
1988.0,1,6.5,8511.0,62,82.0,7,25
2001.0,7,7.6,29.0,4,96.0,8,14
1996.0,3,6.1,1466.0,62,98.0,4,26
2005.0,7,8.1,121.0,62,97.82007952286283,6,21
1999.0,1,7.5,274.0,62,49.0,6,27
1985.0,1,4.5,1921.0,10,109.0,0,20
2004.0,7,8.3,866.0,62,150.0,4,27
1994.0,1,5.2,38.0,12,292.0,0,27
1995.0,3,7.9,138.0,62,99.0,6,27
1997.0,1,5.7,675.0,27,81.0,0,7
1977.0,1,5.8,115.0,27,82.0,0,1
1973.0,1,6.5,6227.0,35,50.0,13,16
1990.0,1,6.3,1729.0,30,91.0,15,7
1992.0,7,8.2,50.0,61,108.0,14,27
1986.0,7,8.0,192.0,62,120.0,14,27
2001.0,1,5.4,547.0,62,151.0,7,27
1974.0,1,8.2,5557.0,62,100.0,6,12
1981.0,1,7.1,866.0,65,55.0,7,25
1996.0,4,7.1,66554.0,62,101.04347826086956,4,27
1968.0,1,7.6,19660.0,56,91.0,7,13
2003.0,1,6.2,5106.0,10,100.0,23,7
2004.0,7,7.6,34.0,62,101.98740157480314,2,21
1999.0,1,5.4,960.0,30,87.0,4,15
1988.0,3,7.8,74.0,61,93.0,6,3
1963.0,1,6.8,3741.0,35,99.0,13,19
1970.0,1,6.9,3557.0,56,90.0,1,4
2000.0,7,6.7,137.0,62,99.0,14,27
2000.0,1,7.8,1727.0,61,90.0,6,12
1999.0,1,6.1,181.0,10,127.0,0,1
1996.0,4,6.8,25434.0,37,95.0,2,0
2002.0,1,7.4,589.0,62,25.0,6,27
2002.0,3,7.3,843.0,62,30.0,3,7
1995.0,1,7.5,1549.0,37,15.0,2,0
1998.0,3,6.5,159.0,62,257.0,6,27
2003.0,4,7.5,719.0,37,72.0,2,1
1967.0,1,7.9,9015.0,62,107.0,6,14
2004.0,1,7.4,125.0,62,39.0,6,4
1969.0,0,6.9,138.0,62,103.0,4,8
1997.0,1,6.5,588.0,62,97.82007952286283,6,3
1964.0,1,7.2,9936.0,35,62.0,13,16
1971.0,1,5.7,3075.0,61,102.78313253012048,13,27
1981.0,1,6.9,47647.0,62,86.0,4,12
2004.0,4,3.8,31.0,61,120.0,17,27
1998.0,3,3.3,191.0,62,95.0,1,20
1969.0,1,7.7,2239.0,37,44.0,7,27
2000.0,7,7.6,104.0,62,23.0,6,14
1999.0,3,4.6,41.0,62,81.0,4,27
1996.0,1,7.8,15127.0,15,53.0,4,7
1978.0,0,7.7,372.0,61,25.0,1,7
1944.0,1,6.5,1355.0,62,95.0,16,27
1993.0,1,5.7,2023.0,4,114.0,7,19
2000.0,7,8.3,257.0,61,90.0,14,27
1976.0,1,8.0,109344.0,62,103.0,3,7
1980.0,1,4.6,2706.0,62,24.0,0,1
2000.0,2,8.5,466.0,62,101.0,6,27
1984.0,3,7.2,2780.0,62,99.30662983425414,5,7
1991.0,7,4.3,242.0,62,90.0,23,27
1993.0,7,7.9,251.0,62,60.0,14,27
1984.0,1,6.7,1957.0,61,108.0,4,27
2003.0,0,8.0,102.0,62,97.82007952286283,6,3
2002.0,4,6.5,756.0,62,91.0,4,18
1956.0,1,7.6,2390.0,23,95.0,6,3
1996.0,7,3.5,1527.0,62,60.0,0,9
1993.0,7,7.2,88.0,61,97.82007952286283,6,27
2002.0,1,7.8,2583.0,62,30.0,6,27
1993.0,1,7.4,5523.0,14,78.0,4,7
1967.0,1,6.1,3762.0,56,100.02037351443124,7,27
1997.0,3,7.3,778.0,62,94.0,6,3
1960.0,1,2.5,3883.0,65,65.0,13,27
1993.0,0,5.0,25.0,62,60.0,7,19
1992.0,1,6.1,104.0,58,167.0,0,1
1990.0,7,7.7,45.0,62,30.0,6,14
2004.0,7,8.8,86.0,62,106.0,14,27
2002.0,7,5.7,750.0,37,88.0,2,0
2002.0,7,5.3,6137.0,62,160.0,2,1
2004.0,1,7.0,388.0,62,98.0,6,27
2001.0,1,6.9,519.0,62,98.0,6,21
1992.0,2,6.7,137.0,62,77.0,5,7
2002.0,3,6.8,20.0,62,72.0,6,27
2003.0,7,8.4,1138.0,62,176.0,14,27
1998.0,1,8.0,38059.0,7,375.0,7,27
1996.0,3,6.3,603.0,62,91.0,7,12
1999.0,3,5.7,591.0,62,101.04347826086956,4,27
1979.0,1,8.4,629404.0,62,30.0,7,16
1984.0,1,7.7,12576.0,47,102.0,1,4
2002.0,7,5.7,62.0,62,85.0,23,27
2001.0,7,7.9,32.0,62,94.0,6,14
1981.0,1,7.2,57432.0,61,113.0,3,7
1980.0,1,7.0,2136.0,27,91.0,0,4
2003.0,1,7.5,4612.0,32,102.0,5,7
2001.0,1,6.4,101.0,10,125.0,6,3
2000.0,1,7.5,221.0,62,88.0,6,27
2000.0,7,7.7,32.0,62,87.0,6,14
2002.0,1,5.4,1713.0,62,55.0,6,4
1997.0,1,6.4,688.0,27,25.0,0,5
2001.0,1,7.1,10882.0,53,84.0,0,7
1999.0,1,6.4,3357.0,53,96.0,13,19
2000.0,1,5.8,267.0,27,118.0,4,27
1965.0,1,7.1,261.0,30,158.0,7,15
1988.0,1,7.2,1649.0,61,86.0,7,27
2003.0,1,7.4,308.0,62,60.0,0,4
2004.0,1,7.3,2147.0,62,92.0,6,3
1983.0,1,7.2,87600.0,10,98.0,13,20
1997.0,7,7.2,14.0,62,98.0,20,14
2000.0,1,7.0,1822.0,7,91.0,4,7
2002.0,7,6.9,12.0,62,142.0,2,21
2000.0,7,8.2,45.0,62,92.0,6,14
1996.0,1,5.2,84.0,27,173.0,0,4
1998.0,3,7.8,2376.0,37,90.0,2,0
2000.0,7,5.8,25.0,62,83.0,6,27
1997.0,1,6.2,280.0,55,103.0,5,7
1978.0,1,7.7,2155.0,30,160.0,0,7
1980.0,1,7.0,162.0,62,92.0,6,21
2000.0,2,7.6,367.0,62,141.0,6,12
1981.0,1,5.2,9546.0,35,60.0,1,13
1973.0,1,7.2,5120.0,23,60.0,0,4
2000.0,1,7.1,13155.0,18,95.0,4,7
1993.0,4,3.8,1999.0,62,107.0,4,8
1995.0,0,7.9,2225.0,61,80.0,0,1
1994.0,1,6.7,49644.0,62,85.0,4,7
2002.0,1,6.2,1558.0,10,50.0,4,7
2004.0,1,7.9,530372.0,61,90.0,4,13
1990.0,0,8.1,1744.0,61,89.0,5,7
1929.0,1,5.7,6902.0,62,87.0,7,15
2004.0,4,6.4,316.0,62,94.0,4,27
2003.0,1,6.0,3961.0,23,91.0,2,1
1988.0,1,8.2,87.0,61,95.0,14,27
2002.0,1,6.5,443.0,53,48.0,4,27
1975.0,3,8.0,276.0,62,125.0,7,27
1990.0,3,6.2,1117.0,61,60.0,13,24
1997.0,7,8.4,2503.0,61,97.82007952286283,6,4
1996.0,2,6.9,208.0,37,101.98740157480314,2,1
2000.0,1,5.0,226.0,30,110.0,7,27
1993.0,1,5.9,6691.0,35,73.0,13,16
1998.0,0,7.4,1008.0,61,84.0,5,7
2003.0,1,7.3,8204.0,43,124.0,4,7
2000.0,1,7.2,649.0,1,94.0,4,7
2001.0,7,5.9,11321.0,62,45.0,2,1
1972.0,1,6.1,568.0,61,112.0,1,7
1994.0,1,8.0,19480.0,62,141.0,6,3
1976.0,1,6.1,2672.0,61,76.0,7,19
1974.0,1,7.3,20.0,62,170.0,6,14
1996.0,3,6.4,921.0,4,189.0,7,19
1961.0,1,6.8,440.0,62,97.0,1,8
2002.0,1,2.4,4215.0,62,30.0,13,24
1999.0,1,5.5,1700.0,30,106.52173913043478,15,19
1985.0,1,6.7,995.0,30,90.0,7,15
1992.0,1,5.3,45.0,27,105.0,7,19
2005.0,1,7.2,9011.0,30,80.0,7,15
1997.0,1,4.9,335.0,62,78.0,7,27
1994.0,4,7.7,865.0,37,144.0,2,0
2002.0,1,6.7,1971.0,50,89.0,5,7
2004.0,0,8.7,2903.0,62,30.0,2,4
1959.0,4,9.0,75784.0,62,129.0,7,9
1989.0,1,7.3,5122.0,27,95.0,0,4
1998.0,1,6.7,3354.0,61,126.0,4,19
1996.0,1,8.7,15555.0,21,88.0,4,7
1995.0,3,5.5,256.0,62,85.0,7,19
1998.0,1,7.6,281.0,62,112.0,6,14
1995.0,1,7.7,6685.0,27,111.0,0,1
1960.0,1,6.3,699.0,23,55.0,7,12
1989.0,1,7.3,11764.0,30,100.02037351443124,7,15
2004.0,1,4.6,1041.0,30,96.0,0,7
2002.0,3,6.6,88.0,62,30.0,6,27
1976.0,1,6.9,1896.0,65,96.0,4,7
2001.0,1,5.8,363.0,27,34.0,15,4
1976.0,1,7.3,3976.0,65,95.0,7,24
2003.0,1,7.6,245.0,62,92.0,6,21
1962.0,1,7.8,8786.0,35,93.0,7,27
1999.0,1,4.8,1780.0,30,86.0,7,19
1998.0,7,6.9,41.0,62,60.0,6,27
1981.0,2,7.9,387.0,61,89.0,3,7
1991.0,1,7.6,7810.0,23,90.0,7,27
1939.0,1,7.1,1651.0,62,161.0,4,27
1999.0,1,6.0,2919.0,23,99.0,7,12
2000.0,1,6.8,3722.0,37,15.0,0,4
1990.0,1,6.6,551.0,27,491.0,0,4
2004.0,7,8.5,76.0,10,82.0,6,14
1983.0,1,8.0,7555.0,37,169.0,2,3
2005.0,1,7.6,706.0,62,101.0,4,27
1999.0,7,9.1,285.0,62,126.0,4,14
2005.0,7,6.5,3503.0,62,102.0,2,8
2003.0,1,6.6,85.0,62,82.0,7,26
2003.0,4,6.1,9.0,62,57.0,21,27
2001.0,1,7.5,12950.0,24,90.0,3,7
2004.0,7,8.6,863.0,61,98.0,6,14
2000.0,4,8.4,19637.0,10,157.0,7,19
1998.0,3,7.3,4041.0,62,87.0,4,25
1985.0,0,7.7,213.0,62,98.0,1,4
1990.0,4,8.5,4156.0,10,92.0,7,1
2000.0,1,7.3,6253.0,15,25.0,2,4
2001.0,1,7.2,2309.0,53,88.0,7,27
2004.0,7,7.8,406.0,62,114.0,4,27
1980.0,1,7.0,8670.0,61,74.0,7,16
1998.0,1,6.0,3184.0,53,108.0,7,13
1999.0,1,6.4,1782.0,23,175.0,3,7
1997.0,1,4.1,869.0,62,189.0,0,5
2002.0,1,6.7,848.0,60,101.0,7,15
1983.0,1,6.5,1137.0,37,136.0,1,7
1997.0,1,5.3,655.0,30,93.0,0,7
1994.0,1,7.5,2102.0,62,112.0,6,1
2003.0,1,6.1,6927.0,62,95.0,4,7
1969.0,1,5.4,1483.0,62,89.0,4,12
2003.0,7,8.6,663.0,62,97.82007952286283,6,14
2002.0,0,7.6,363.0,62,105.0,6,3
1982.0,3,6.9,657.0,62,97.0,7,16
2004.0,7,8.7,754.0,61,73.0,6,14
1991.0,2,7.4,670.0,62,90.0,7,12
2004.0,1,8.2,87010.0,30,100.02037351443124,7,15
1981.0,1,6.6,28627.0,61,113.0,0,5
1994.0,1,6.5,5064.0,27,102.8877434135166,0,5
1981.0,1,5.9,3409.0,61,101.04347826086956,4,13
2000.0,7,7.4,96.0,62,31.0,6,27
1994.0,1,6.4,5537.0,27,74.0,0,1
1999.0,1,6.9,1289.0,6,97.0,3,7
1991.0,1,6.3,53693.0,62,131.0,7,24
2001.0,1,6.6,15669.0,37,87.0,4,7
2003.0,7,5.1,8907.0,62,150.0,2,0
1996.0,1,4.9,675.0,62,128.0,0,7
2003.0,1,8.0,8421.0,4,94.0,2,4
2003.0,7,6.9,54.0,62,103.0,21,27
1975.0,1,7.4,4247.0,65,82.0,5,7
2001.0,2,7.2,95.0,37,84.0,2,0
1997.0,4,8.2,136749.0,62,180.0,0,7
1955.0,1,6.0,5345.0,62,81.0,13,20
1974.0,3,7.7,8743.0,62,87.0,2,4
2003.0,1,6.6,2951.0,27,135.0,0,7
2004.0,1,6.7,20191.0,61,111.0,7,19
2001.0,1,4.1,609.0,30,172.0,7,15
2002.0,1,7.6,40366.0,30,100.02037351443124,7,15
2001.0,7,7.5,37.0,62,103.0,6,14
1971.0,1,6.6,2646.0,61,105.0,13,20
2001.0,1,8.1,285.0,62,94.0,14,27
1968.0,1,7.0,8518.0,61,100.0,13,27
2003.0,1,7.4,5222.0,10,101.0,4,27
1985.0,1,6.6,14722.0,23,102.0,23,27
2001.0,7,8.8,113.0,10,224.0,14,27
1959.0,1,7.5,5765.0,61,246.0,7,19
2000.0,1,6.8,1787.0,23,84.0,4,7
1987.0,1,7.0,312.0,37,25.0,2,0
1994.0,1,5.3,506.0,37,99.0,2,0
1956.0,1,6.3,4997.0,37,118.0,13,20
2000.0,7,5.8,124.0,62,275.0,7,8
1962.0,1,7.4,3180.0,35,93.0,5,7
1973.0,1,7.8,16084.0,23,97.82007952286283,6,27
2004.0,7,8.2,386.0,62,97.82007952286283,6,3
1995.0,4,6.1,14.0,62,112.0,4,23
1998.0,1,6.9,2777.0,61,60.0,1,7
1963.0,1,8.2,233640.0,62,120.0,1,7
1984.0,1,4.4,2143.0,61,110.0,0,1
2004.0,1,7.1,1775.0,62,272.0,4,6
2002.0,1,2.9,519.0,10,105.0,4,27
1982.0,1,5.9,980.0,62,84.0,7,16
2003.0,1,9.3,8.0,37,106.0,21,27
2001.0,3,6.1,584.0,10,111.0,7,27
1997.0,1,6.9,2937.0,10,92.0,7,19
2003.0,7,6.9,643.0,37,131.0,0,5
1959.0,4,9.0,75784.0,62,137.0,7,9
2003.0,3,8.0,109.0,61,103.0,6,27
2003.0,7,2.4,936.0,62,101.0,0,5
1984.0,4,7.6,21.0,62,174.0,14,27
1978.0,3,7.3,6234.0,61,24.0,4,14
1942.0,1,6.1,5866.0,62,72.0,7,13
2004.0,1,5.5,1063.0,62,163.0,7,19
1997.0,7,5.6,63.0,62,120.0,6,27
2000.0,7,6.1,56.0,62,94.0,6,14
1966.0,1,6.9,3692.0,61,30.0,4,7
2004.0,4,7.1,191.0,37,57.0,2,0
2000.0,1,7.1,14.0,62,85.3157894736842,21,27
2000.0,7,7.6,130.0,62,16.0,6,14
2001.0,1,5.1,510.0,62,85.0,4,7
2001.0,1,6.7,1370.0,61,102.0,4,7
1999.0,7,5.1,8346.0,62,37.0,9,13
2003.0,0,7.1,290.0,61,96.0,5,7
2000.0,1,4.5,17325.0,23,75.0,5,7
2003.0,1,6.0,530.0,34,139.0,4,7
2002.0,3,8.2,3638.0,62,115.0,2,4
1953.0,1,3.2,1176.0,62,92.0,19,27
1996.0,1,7.3,2662.0,10,210.0,4,7
1996.0,7,8.0,68.0,61,360.0,14,27
1925.0,1,7.8,1012.0,62,241.0,6,27
1994.0,0,7.9,232.0,61,122.0,5,7
2005.0,7,2.7,1171.0,62,104.0,13,24
1970.0,1,7.2,19618.0,35,93.0,13,16
1991.0,1,7.2,6645.0,37,100.02037351443124,7,27
2004.0,1,6.7,214743.0,62,90.0,4,7
2002.0,1,7.8,8095.0,7,58.0,6,5
1997.0,2,8.6,1608.0,61,24.0,6,12
2002.0,0,7.5,669.0,61,89.0,5,7
2004.0,7,2.5,670.0,62,160.0,13,20
2005.0,7,5.7,1799.0,62,60.0,2,1
2003.0,3,5.8,162.0,10,30.0,2,8
1992.0,3,7.0,505.0,62,93.0,7,19
1969.0,1,7.2,7419.0,61,176.0,7,19
2000.0,1,7.5,96280.0,35,93.0,4,7
2002.0,7,7.8,27.0,62,100.0,6,14
2001.0,3,4.9,472.0,4,89.0,1,7
2002.0,1,6.5,3244.0,30,169.0,7,13
1965.0,1,7.0,1656.0,37,182.0,0,7
2003.0,7,6.4,106.0,62,92.0,2,8
1968.0,1,5.3,2300.0,61,94.0,7,19
1998.0,1,5.1,874.0,62,102.0,0,24
2005.0,1,7.6,349.0,62,45.0,6,27
2002.0,1,5.9,736.0,23,91.0,7,27
1993.0,7,3.9,4665.0,62,102.8877434135166,0,20
2004.0,7,8.2,36.0,62,62.0,6,14
1995.0,1,5.0,184.0,37,102.0,7,24
1997.0,7,4.6,2092.0,62,112.0,4,8
1993.0,1,7.0,1995.0,23,210.0,7,19
2004.0,1,6.1,5681.0,62,99.0,7,13
1964.0,4,7.0,207.0,37,165.0,2,0
1996.0,4,8.1,7723.0,10,24.0,2,0
2000.0,4,7.6,23786.0,62,90.0,2,4
1999.0,2,7.4,20725.0,10,78.0,7,9
1993.0,1,7.5,10345.0,37,33.0,2,0
1996.0,1,7.5,5886.0,37,109.0,5,7
2000.0,1,6.6,7664.0,23,74.0,3,7
2005.0,4,7.7,46.0,61,25.0,6,12
2003.0,7,6.8,2052.0,62,85.0,2,4
2004.0,7,2.8,277.0,62,50.0,23,27
2001.0,0,7.5,194.0,61,115.0,6,14
1992.0,3,6.2,224.0,62,103.0,7,24
1996.0,1,7.3,2702.0,10,30.0,5,7
1987.0,4,8.6,108100.0,62,145.0,0,1
2002.0,7,5.2,5990.0,62,86.0,0,25
2001.0,4,6.7,83.0,37,30.0,2,0
2000.0,7,3.3,129.0,46,72.0,2,1
2004.0,7,5.3,10.0,62,100.0,8,27
1979.0,4,7.7,1836.0,61,101.04347826086956,4,7
1986.0,1,7.5,21828.0,27,109.0,0,5
2005.0,7,4.1,1635.0,62,60.0,7,24
2001.0,2,8.6,2157.0,61,70.0,6,12
1999.0,3,3.6,381.0,10,83.0,0,24
1988.0,1,7.3,19294.0,62,106.0,3,7
1995.0,1,6.9,1146.0,27,97.0,4,19
2004.0,4,8.0,2340.0,37,120.0,2,7
1999.0,1,7.4,2682.0,24,72.0,4,7
1970.0,1,7.1,2446.0,37,90.0,0,1
1987.0,3,9.0,23.0,62,42.0,4,27
2002.0,0,7.5,309.0,61,137.0,5,7
1998.0,4,8.2,55.0,61,59.0,7,27
1976.0,1,5.1,4355.0,25,86.0,13,19
2003.0,1,7.0,206.0,62,91.0,6,12
1971.0,1,5.7,1716.0,23,189.0,13,27
1989.0,4,7.0,2251.0,61,30.0,8,9
2003.0,1,7.0,1386.0,10,200.0,7,19
2001.0,4,7.4,12627.0,10,30.0,7,19
1960.0,1,6.9,1939.0,61,30.0,4,5
2001.0,1,8.0,80.0,62,50.0,0,27
1985.0,7,8.6,61.0,62,90.0,14,27
1971.0,1,7.2,1478.0,37,112.0,0,1
1967.0,1,8.1,48355.0,23,99.30662983425414,5,7
2002.0,1,6.9,402.0,62,104.0,6,4
2004.0,4,7.1,1985.0,62,51.0,11,18
1997.0,1,6.8,566.0,39,112.0,6,14
1993.0,0,8.8,110.0,62,93.0,7,27
1996.0,2,7.4,1940.0,62,104.0,7,12
1997.0,2,7.4,251.0,61,25.0,5,7
2004.0,1,6.1,234.0,30,90.0,7,4
1995.0,1,7.9,43.0,62,94.0,20,4
1998.0,7,8.9,66.0,62,99.0,6,14
2000.0,3,7.9,457.0,62,98.0,6,27
1977.0,1,6.7,345.0,30,56.0,7,15
1996.0,1,7.0,3631.0,37,100.0,0,4
1995.0,1,6.4,7744.0,62,54.0,5,7
1991.0,3,7.2,128.0,10,88.0,6,8
1929.0,1,7.1,1510.0,61,460.0,7,5
2000.0,1,6.8,2301.0,30,88.0,0,7
2001.0,4,4.7,2521.0,10,86.0,0,5
1992.0,1,5.8,1884.0,62,90.0,5,7
1967.0,1,7.2,2713.0,56,109.0,3,7
1975.0,1,7.6,438.0,62,104.0,4,8
1985.0,1,6.0,3819.0,62,85.0,4,7
2004.0,3,5.6,330.0,23,76.0,18,27
2001.0,1,6.4,430.0,35,109.0,7,19
1964.0,1,7.7,105.0,30,98.0,7,16
2000.0,7,5.0,740.0,62,101.04347826086956,4,27
1976.0,1,7.1,2568.0,65,91.0,7,12
1996.0,1,7.0,1984.0,55,4.0,7,12
2003.0,1,7.2,290.0,62,175.0,6,14
2002.0,1,6.6,85949.0,62,109.0,6,0
2004.0,1,7.8,8555.0,30,102.0,0,5
1987.0,4,8.0,83.0,61,102.0,6,27
1999.0,4,6.1,73.0,37,75.0,2,0
2001.0,7,6.8,24.0,62,108.0,6,4
2001.0,1,2.9,374.0,62,202.0,0,20
2000.0,1,7.2,13010.0,23,170.0,7,27
1999.0,1,6.4,65364.0,23,50.0,1,3
1999.0,3,7.0,6045.0,62,97.0,3,7
1993.0,7,8.4,46.0,62,40.0,14,27
1992.0,0,8.2,548.0,62,128.0,4,20
1999.0,0,7.6,757.0,61,99.30662983425414,5,7
1959.0,1,7.9,30077.0,23,30.0,7,19
1966.0,1,5.8,576.0,23,109.0,7,27
2001.0,1,7.4,344.0,33,97.0,6,3
1982.0,3,7.7,4551.0,61,60.0,0,7
2002.0,1,5.5,7376.0,27,100.0,0,5
2000.0,1,5.2,4307.0,30,101.0,4,7
2000.0,0,7.8,278.0,62,66.0,7,27
1976.0,3,6.7,3281.0,62,114.0,0,7
1977.0,1,6.5,18041.0,62,166.0,4,27
1966.0,1,6.5,4056.0,61,40.0,4,5
2005.0,7,8.4,61.0,62,97.82007952286283,6,14
1965.0,1,6.6,4110.0,35,94.0,0,4
1994.0,2,8.5,288.0,61,94.0,6,27
1999.0,7,8.7,350.0,62,90.0,6,14
1996.0,1,8.7,3163.0,62,237.0,6,4
2000.0,1,6.4,239.0,37,30.0,7,14
1964.0,1,8.4,467386.0,61,88.0,4,27
1999.0,1,7.9,17417.0,62,95.0,6,4
1996.0,1,8.5,106.0,62,375.0,14,27
2001.0,3,8.6,505.0,10,114.0,0,2
1979.0,4,8.0,127.0,61,43.0,4,7
2001.0,1,7.6,1040.0,62,97.0,6,14
1988.0,1,3.8,305.0,52,228.0,0,7
2004.0,7,4.2,855.0,10,101.04347826086956,4,8
1979.0,1,8.1,381207.0,61,201.0,4,27
1991.0,7,9.3,146.0,62,104.0,6,5
2005.0,1,6.9,128128.0,62,100.02037351443124,7,24
1986.0,1,6.0,1295.0,27,86.0,0,5
1998.0,1,6.5,2398.0,57,109.0,7,14
2004.0,7,5.7,8.0,37,80.0,2,0
2004.0,4,7.6,25101.0,10,100.0,7,19
1971.0,1,6.6,1073.0,62,92.0,4,27
1970.0,1,8.2,16704.0,62,110.0,6,12
2000.0,1,7.1,6379.0,1,99.30662983425414,5,7
1999.0,1,7.4,151.0,62,98.0,6,14
1999.0,7,7.3,25.0,62,95.0,14,27
1957.0,1,8.1,49644.0,37,100.02037351443124,7,12
1967.0,1,7.5,10292.0,16,108.0,4,7
1982.0,1,6.7,555.0,36,90.0,7,27
2004.0,3,5.5,1165.0,62,177.0,7,16
1980.0,1,8.7,1204367.0,62,110.0,0,1
1937.0,1,7.5,1764.0,23,101.04347826086956,4,27
1969.0,1,7.0,2759.0,65,90.0,7,27
2005.0,7,6.7,263.0,62,109.0,2,8
1986.0,1,7.0,30753.0,61,41.0,3,7
2005.0,7,7.0,49.0,62,120.0,6,3
2003.0,7,8.4,130.0,62,34.0,14,27
1995.0,1,6.9,741.0,37,60.0,2,0
2004.0,7,8.3,55.0,62,39.0,6,14
2005.0,1,6.2,6714.0,30,101.0,4,5
1945.0,1,8.4,19133.0,23,103.0,7,19
1987.0,1,6.0,161.0,27,96.0,1,4
1962.0,4,7.2,2525.0,62,60.0,4,27
2001.0,1,5.2,5661.0,62,55.0,0,1
1994.0,3,6.1,587.0,62,95.0,7,19
1966.0,1,7.1,6663.0,61,84.0,0,7
1994.0,7,8.6,112.0,62,86.0,6,4
2000.0,7,7.3,292.0,62,101.98740157480314,2,4
1986.0,3,6.5,395.0,62,116.0,3,7
1999.0,3,7.5,4479.0,62,98.5421052631579,3,7
1995.0,1,7.9,43.0,62,201.0,20,4
2001.0,1,7.8,8163.0,32,87.0,7,19
2001.0,3,7.8,15814.0,62,44.0,3,7
2003.0,3,3.6,197.0,10,111.0,4,8
1999.0,1,7.6,18776.0,24,173.0,6,14
1997.0,1,7.2,3401.0,24,92.0,3,7
2003.0,1,6.9,491.0,62,150.0,6,0
2004.0,7,4.9,394.0,62,120.0,13,27
1995.0,1,7.5,10833.0,23,30.0,5,7
1987.0,1,6.5,32285.0,62,106.0,4,19
2001.0,7,6.4,169.0,37,93.0,2,7
2002.0,1,6.6,5733.0,62,49.0,6,14
1997.0,1,6.5,1986.0,62,105.0,4,7
1993.0,4,3.8,1999.0,62,51.0,4,8
2000.0,1,6.7,8.0,37,69.0,21,27
2002.0,1,7.6,382.0,62,94.0,6,3
1977.0,0,8.7,509.0,61,92.0,1,7
2005.0,7,6.5,51.0,62,85.0,4,27
1995.0,1,4.5,873.0,10,82.0,0,5
1981.0,1,6.2,13640.0,35,94.0,13,27
1971.0,4,8.4,2895.0,61,129.0,7,27
2005.0,7,6.9,21.0,62,84.0,8,27
2000.0,1,6.5,7186.0,30,100.02037351443124,7,19
2004.0,1,7.7,2910.0,62,102.0,6,27
2000.0,1,6.4,661.0,27,99.30662983425414,5,24
1995.0,2,5.7,155.0,37,45.0,2,21
2003.0,4,8.5,1317.0,62,165.0,5,7
1999.0,7,4.4,328.0,62,96.0,1,20
1980.0,1,6.3,500.0,30,103.0,0,4
1992.0,3,6.3,101.0,61,117.0,7,27
2005.0,1,4.5,69030.0,62,90.0,0,1
1938.0,1,7.9,24547.0,62,32.0,4,7
2002.0,1,6.0,3671.0,4,102.8877434135166,0,4
2001.0,7,8.2,306.0,62,72.0,14,27
1990.0,4,6.8,751.0,37,169.0,2,5
2001.0,7,4.6,5307.0,62,105.0,13,24
2003.0,7,6.1,65.0,4,60.0,2,1
1991.0,3,8.4,312.0,62,92.0,6,12
1996.0,7,6.1,61.0,37,30.0,2,0
1997.0,1,6.4,697.0,61,120.0,7,19
1989.0,1,6.4,1472.0,35,98.5421052631579,3,7
1991.0,1,6.8,2595.0,61,99.0,7,12
2003.0,1,6.8,980.0,27,65.0,4,7
1957.0,1,8.4,1758.0,30,245.0,4,5
1981.0,1,7.5,4072.0,23,92.0,4,7
2003.0,3,7.3,94.0,62,97.82007952286283,6,12
2005.0,7,3.7,510.0,10,107.0,0,1
2003.0,4,6.2,408.0,37,139.0,2,0
2000.0,3,6.3,612.0,10,95.0,5,7
2002.0,1,6.6,286.0,62,93.0,6,22
2000.0,7,6.9,98.0,62,161.0,14,27
1987.0,1,7.1,37805.0,62,95.0,0,5
1998.0,1,6.6,73.0,62,91.0,6,27
2002.0,1,4.4,785.0,11,102.8877434135166,0,13
1972.0,1,9.2,1702809.0,62,30.0,5,7
1978.0,1,7.5,2717.0,30,71.0,7,19
2003.0,1,5.1,3631.0,24,90.0,13,20
1990.0,1,7.6,10360.0,27,102.8877434135166,0,5
2002.0,1,6.4,3320.0,30,25.0,0,15
2000.0,1,7.6,30.0,62,124.0,14,27
1996.0,1,7.0,388.0,37,95.0,7,8
1974.0,1,6.8,7811.0,55,52.0,13,27
2005.0,3,3.6,871.0,62,92.0,13,27
1978.0,1,6.6,435.0,30,88.0,0,5
1983.0,1,7.4,16056.0,27,130.0,0,4
2001.0,3,6.3,566.0,62,1380.0,5,7
2004.0,0,8.2,1182.0,62,116.0,2,1
1981.0,1,3.1,3233.0,23,86.0,0,13
2001.0,1,4.6,233.0,27,102.8877434135166,0,7
2004.0,2,7.3,234.0,62,140.0,21,27
2001.0,7,8.7,254.0,62,94.0,14,27
2001.0,1,9.0,665.0,62,69.0,14,27
1997.0,4,6.7,2220.0,62,30.0,0,1
2005.0,7,8.1,121.0,62,117.0,6,21
2005.0,7,5.8,1257.0,62,51.0,2,1
1989.0,1,6.4,13223.0,62,58.0,0,7
1995.0,3,7.6,3267.0,62,91.0,7,24
1995.0,1,7.1,240.0,62,83.0,6,3
